Price,Adj Close,Close,High,Low,Open,Volume,log_ret,sigma20
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,
Date,,,,,,,,
2005-02-22,1184.1600341796875,1184.1600341796875,1202.47998046875,1184.1600341796875,1201.5899658203125,1744940000,-0.014611959979604627,0.09510129941627853
2005-02-23,1190.800048828125,1190.800048828125,1193.52001953125,1184.1600341796875,1184.1600341796875,1501090000,0.005591699832857344,0.09591892392509027
2005-02-24,1200.199951171875,1200.199951171875,1200.4200439453125,1187.800048828125,1190.800048828125,1518750000,0.007862777725995862,0.09801486100639759
2005-02-25,1211.3699951171875,1211.3699951171875,1212.1500244140625,1199.6099853515625,1200.199951171875,1523680000,0.00926377760227215,0.10193683694316097
2005-02-28,1203.5999755859375,1203.5999755859375,1211.3699951171875,1198.1300048828125,1211.3699951171875,1795480000,-0.006434901002669413,0.10466832358546928
2005-03-01,1210.4100341796875,1210.4100341796875,1212.25,1203.5999755859375,1203.5999755859375,1708060000,0.005642127938093822,0.10272578635961582
2005-03-02,1210.0799560546875,1210.0799560546875,1215.7900390625,1204.219970703125,1210.4100341796875,1568540000,-0.00027273661810500727,0.10072950393644182
2005-03-03,1210.469970703125,1210.469970703125,1215.719970703125,1204.449951171875,1210.0799560546875,1616240000,0.00032225292897436475,0.10038752757496613
2005-03-04,1222.1199951171875,1222.1199951171875,1224.760009765625,1210.469970703125,1210.469970703125,1636820000,0.009578361866919849,0.10400598160453912
2005-03-07,1225.31005859375,1225.31005859375,1229.1099853515625,1222.1199951171875,1222.1199951171875,1488830000,0.002606869420683111,0.09808652690849837
2005-03-08,1219.4300537109375,1219.4300537109375,1225.68994140625,1218.5699462890625,1225.31005859375,1523090000,-0.00481034052782725,0.09987428960426067
2005-03-09,1207.010009765625,1207.010009765625,1219.4300537109375,1206.6600341796875,1219.4300537109375,1704970000,-0.010237345322318347,0.10685348853205238
2005-03-10,1209.25,1209.25,1211.22998046875,1201.4100341796875,1207.010009765625,1604020000,0.00185409754498167,0.10200908839851494
2005-03-11,1200.0799560546875,1200.0799560546875,1213.0400390625,1198.1500244140625,1209.25,1449820000,-0.007612148101110883,0.1050689715920731
2005-03-14,1206.8299560546875,1206.8299560546875,1206.8299560546875,1199.510009765625,1200.0799560546875,1437430000,0.005608866091689535,0.10410958709466864
2005-03-15,1197.75,1197.75,1210.5400390625,1197.75,1206.8299560546875,1513530000,-0.0075522539304397895,0.10733903249367373
2005-03-16,1188.0699462890625,1188.0699462890625,1197.75,1185.6099853515625,1197.75,1653190000,-0.008114700226149019,0.10969167487416218
2005-03-17,1190.2099609375,1190.2099609375,1193.280029296875,1186.3399658203125,1188.0699462890625,1581930000,0.0017996327677858304,0.11003859691374317
2005-03-18,1189.6500244140625,1189.6500244140625,1191.97998046875,1182.780029296875,1190.2099609375,2344370000,-0.00047056258537558904,0.10694304906919073
2005-03-21,1183.780029296875,1183.780029296875,1189.6500244140625,1178.8199462890625,1189.6500244140625,1819440000,-0.00494643360273983,0.10794811169414231
2005-03-22,1171.7099609375,1171.7099609375,1189.5899658203125,1171.6300048828125,1183.780029296875,2114470000,-0.010248546209256304,0.10176489382187043
2005-03-23,1172.530029296875,1172.530029296875,1176.260009765625,1168.699951171875,1171.7099609375,2246870000,0.0006996454255911999,0.09943876620892336
2005-03-24,1171.4200439453125,1171.4200439453125,1180.1099853515625,1171.4200439453125,1172.530029296875,1721720000,-0.0009471067214326112,0.09433912300661372
2005-03-28,1174.280029296875,1174.280029296875,1179.9100341796875,1171.4200439453125,1171.4200439453125,1746220000,0.002438493140166642,0.08749521242812208
2005-03-29,1165.3599853515625,1165.3599853515625,1179.3900146484375,1163.68994140625,1174.280029296875,2223250000,-0.0076251791810113545,0.08842368703075902
